videoid,duration
WYzUtZMt5A8,156.0
2TVyJ-51jzc,161.0
Y-rxY2LxPI8,246.0
hv_mYkUEGko,96.0
0Cufl5Gao98,195.0
nfV87TgYH78,195.0
KY_G2f2R1Tg,137.0
v9pZdy4lZ7U,196.0
ngdsRt31sIc,129.0
Htp6crkePuw,194.0
yisFmY4OAbs,126.0
Kq3TiuRC-VQ,236.0
LS6oxPMMdas,162.0
Nadp60OP4D4,179.0
vkj3RBOD3cA,246.0
qhquCQirt48,136.0
fDeQjTPTlDE,187.0
_i9YzGZS0I8,159.0
gHAJY34g-LY,153.0
EQDOj44lDyc,184.0
sAO0owc4xeY,156.0
pxSjP6JkAis,161.0
Tq9zhCo-PTQ,234.0
YkYqKiASqJM,207.0
CLWCgMVf6U0,186.0
BZwbVffx49M,199.0
bzGDMtX1IU0,192.0
nKuJ6UvlGek,149.0
hnsP1etZkr4,158.0
8OilisaAv0I,144.0
V9JniMBfW18,129.0
VdG34y8kUyc,82.0
5ITNMF0kSn8,117.0
6Ewhxrht6cg,210.0
3iZ1TVOskhA,149.0
193KvPnLO4I,143.0
ag14Ao_xO4c,180.0
29D9SkdtVBU,180.0
0zHmeTeLgMY,210.0
9tx1z5_iVeo,199.0
c0RlK3VAmzg,159.0
OkVJ0KvOV60,100.0
dpg077fR9Mc,195.0
TyXD96iAjuM,161.0
H1TQv3qA7PI,180.0
1MUi4ZiJUsA,162.0
-4_rMqeyOJY,161.0
S8Vu6A9LW20,203.0
8qohrMCMzLc,68.0
kglWIEtKSXY,162.0
ZpkIPtYw01k,163.0
KaVglFjQynk,145.0
gPadm1Ql1Is,164.0
HKXId9qgGfQ,211.0
3zavgk2_BJs,136.0
KF-wcaGD2UE,138.0
NC756fAs0Hk,138.0
mMyrxQNItpY,117.0
fnF1_aVlIio,163.0
iB25eDhWImc,195.0
bXS1LMaU7TM,202.0
goEiURelfsM,170.0
TabNBDP679U,118.0
V4UM9BrSqos,92.0
6f5ggdRQuB8,162.0
5DYK9Xq-aF0,152.0
bOR38552MJA,125.0
pbzjsBcOuB8,202.0
uiy-sT9JgRo,156.0
NXwxYIjqocA,212.0
WsAVIpTwAP4,113.0
NBY0l7A2uLA,210.0
RGdgqkgcvCs,80.0
iU0CuPH7akM,107.0
77X1yGjjHvQ,179.0
Ya00KlBMEyc,75.0
uSO45koeLhk,153.0
yr-HmSz421c,155.0
r3eNr-xxA7s,163.0
r9twTtXkQNA,139.0
DcmzHtokiMw,162.0
LZhbH4pHMQ8,138.0
bD8jQGwyuBU,181.0
H5woQdVbaC0,133.0
tIB4z4uMeNs,156.0
xHH-tuDq-T4,81.0
QLTlJDjPfHI,183.0
JlbIb4XdF4M,149.0
6WX8Ct4xMvE,191.0
q15Yv0rZXqs,145.0
BgjJ00HhyCQ,224.0
Kr9_dJ6TPPQ,126.0
5EeD0NiVALs,189.0
tJya-fbl4R8,201.0
96IU0EisCes,185.0
x35VnGsGrFc,144.0
vBtG9eqgf2Q,215.0
sNcBUOlGBcg,163.0
0MoJuaS5x14,120.0
QxrBZStJOGk,183.0
kQ6BSOZ0VGQ,144.0
Hln19l9RtWg,183.0
m5n7XpAv46A,85.0
OLBotH5Bki8,163.0
1ubs6iUMdyo,161.0
xDe-990DWEw,99.0
jt2BPBAWiEQ,129.0
zfUzaYV1xfE,190.0
5ktmcS1L3-A,262.0
r1N-Xby5AnA,82.0
X1rnBQJxfdk,143.0
p2fHtpp_umI,151.0
zgrvS0PJDrA,167.0
fIh6HDeXKGY,155.0
sdkgpg4Plxo,127.0
rnbDA4wKrg0,208.0
HhtRNV2v2rU,162.0
TkX-TPaodoM,163.0
iNSN6QhIWeA,163.0
ivG26TnBWGI,143.0
M0HjlCowwuM,104.0
NlPC4ag5S54,119.0
-b-EFcA7ing,164.0
rU3GNIhA7fk,156.0
VBTrQhEwFqA,179.0
AMOb_w6Jfug,153.0
7qVgjGI6Lsw,84.0
_dVAPmlzo7g,152.0
eGtDmvtBZQY,165.0
1FkVXCCfg2A,125.0
Xa0JBPt2cGU,132.0
BrXYAZzLZTg,163.0
wAJQ-yWgSJs,143.0
NNzMjrJQKsc,180.0
7OIn2KFDWjM,144.0
yywlulXZ0ls,86.0
CMfYaFpa3nY,177.0
QJpRSf4q-hI,162.0
sR4iKRfUwOs,163.0
xFfUAjUMVY8,160.0
kDDU-k-5v6s,182.0
xwjw5TFPKwA,151.0
WnrOQRdqiQ4,144.0
qv_DJYvELTQ,189.0
7BwxSHs9elk,213.0
Bd1CBat6DfE,51.0
qPtAocA3m2Y,117.0
oEHayxH_YT8,163.0
GZauEya_plU,131.0
aJoVRUNmqIY,165.0
pFm8RKAyU_Q,213.0
jZyhfkpsGGI,257.0
vi9m0JRo71I,165.0
Tn44a8_14LU,169.0
mO5UNbKzcpQ,210.0
iRdSH-u1wWI,93.0
zWkNT5A3wIk,207.0
iAlU6xt7Y_s,168.0
HLlaSoozZbM,162.0
BcmM6kMxyBE,163.0
BWjxfzFnGRQ,155.0
5VgRuLQgeSE,172.0
B9nqewDmx2U,203.0
xKvmGfNhbF0,114.0
KIAzalQUui4,210.0
2uZV27BttLM,200.0
T3tidwW1gGM,136.0
frIi1u8PAlc,156.0
E2WZXK79_d0,190.0
gZ-QU3KT1PE,194.0
CjfxDT4SSTE,51.0
eWmiv9uIXQk,154.0
3wsMRsZ2Q3I,121.0
q928Wa_h_gg,117.0
0-0MyjmphsA,133.0
hJ9hMyqKcg8,203.0
wXDgyuxBuBU,126.0
-nh3g6F63qM,153.0
qp-Jr4oEFWo,189.0
mvWdOSJ7l2c,162.0
Vx0MQxIFBW8,229.0
qD6IXIE0cok,210.0
RHULBucGlA4,134.0
cG0ZIxenJY8,116.0
euvUARojiiI,169.0
2fkfpdMG-KQ,154.0
mw3M1fIiegc,145.0
Xon0bfX3L1g,106.0
KXIJv1NoXmo,162.0
URDzGjLruJU,160.0
ytEsz9ZEh_g,142.0
UmpctrXzd1E,197.0
QXB9qatHDSU,139.0
KHPPeGoWDEU,107.0
f0ui8NJnqN8,138.0
SBIpGdJA_5Q,114.0
cPsIU9BTbcQ,118.0
06qgu4XoNL4,173.0
SSk0B0dVq4g,149.0
raM63LAHuwo,210.0
XMGoOSCbul0,143.0
jYrKqg2TqUo,163.0
DnwnDFr9kOs,145.0
eBU1T2DdLsk,127.0
YRdXmtGnwCI,151.0
7Qe11Thhwvs,161.0
4Em53e2p7HQ,196.0
9k2nstrtUs0,169.0
FlyWwjIuCeE,163.0
cGTn7aRFttk,149.0
gwO0SdHuYMc,123.0
F7_aagPOpUU,162.0
q4RbzjuXB6E,162.0
KYQELfxxAck,247.0
eI1dAmDZrZE,154.0
CxQ4aL5IXZw,137.0
9Qrhr8MiuCU,179.0
b244Z-Otu4M,39.0
TAK8DeL_w00,206.0
gLLgGSdfy3I,226.0
1DNyLD2SRjA,118.0
l3t1ZSuwLzg,188.0
XXVbPZX6qz8,106.0
BocJIlRPVvU,175.0
vOnWEmbW3OQ,151.0
6-NRVtIrrEs,86.0
W7WmhkO_GWI,201.0
r-IE6wNNbAI,166.0
AHV2k4t593E,128.0
TAZulrjrEDo,106.0
bfKu5Jc8TjA,158.0
w_tQqymkPdA,86.0
_BhAyhppOvw,168.0
lUQJN1xzKpc,221.0
o6Jkz5TQv84,186.0
r_tl6PA-Rd4,138.0
TtLvNyDGUg8,158.0
hQm4WGUJtQo,125.0
QAFttSucKH4,155.0
2_pqFqYME68,124.0
wF_UpYqYJuY,153.0
BGyfOMCRBn0,165.0
egC6XhnfuZk,102.0
T7eWdvyCHyI,127.0
DSaBwTpdfkQ,135.0
uFTd09NNJzo,187.0
iJGazi2EdrQ,185.0
f1Nh9DlkZ1w,108.0
pKjMt3cBv6g,104.0
lEiwqEMhS9E,158.0
f8a97iauRtw,190.0
x883mrwYjDM,155.0
IdSgAIq22b4,157.0
JFAAK6FfOSA,138.0
b1MxW8nf_lU,97.0
LK5QIZgbfZQ,180.0
jkHrHAKwPZk,56.0
d7Aot4Wr-Yo,195.0
LXM383MIFYY,176.0
5HoL98HNOr8,209.0
kdDH7Ynw5Lc,128.0
gap2gWQy77A,178.0
szpq76d4ipk,132.0
4Z5rOXxjRWI,157.0
Me3eSvA2K9k,142.0
JRloSmzWBOg,160.0
PJQ2AiURctI,119.0
X0vQQA32UAs,144.0
j2SPawJewxA,186.0
Aa4bjQGD6oY,106.0
cacjl7UwuVU,81.0
FqYJIUS39Ck,150.0
hRRvrXxGJjg,158.0
9lTSqc1UnLU,192.0
MFN2fMP05CI,142.0
HUrzvLhxA0M,86.0
2lh1uIhuujc,139.0
gJyibprvYQk,162.0
avXk2EamFs4,157.0
wr5-v7rYg70,147.0
j2JFTz9KQhk,157.0
Gx7y8ecslp4,97.0
5aLrRe3K_6I,184.0
0h0S6EmQWrI,140.0
5PT9OxwD6hM,139.0
TB8q78FEwE8,163.0
nBRPKaHMFn4,196.0
9fQG9Zhv2_I,112.0
k6TUgccyzNs,220.0
lpOdAHwRnXY,145.0
NG5ijPnfYV8,70.0
2YbvpD3WQnk,114.0
0TmugJo-c9Y,177.0
tF6XBuvWdPs,108.0
8qWfNcUZoW8,123.0
ZTsUO_9AT20,130.0
ceWNY5eNSWY,144.0
x0yNzsNUoK4,147.0
nOu9n4ulmRk,130.0
L1UxZJ9owXY,163.0
95N85bGdzw4,193.0
nPjlPgeaD_M,88.0
uPAXLQIxBGY,130.0
F9ScROJxATc,220.0
5LvcBgWzjwc,193.0
_cmX1kEbl4g,108.0
bjqjgoiV6BQ,162.0
XEQJU3VPjHU,158.0
2W3KDB0yHYM,138.0
SwjKQrYpe-g,208.0
iwfU4ei5gWE,210.0
y9jS6a7rIVQ,92.0
iQoNLmqqMQA,179.0
CkAf_qzHNwo,215.0
_d4H6lx9-Is,198.0
BBdShysGs4Y,279.0
YjewWZ3JWiE,159.0
t0Hr0YA9_H0,162.0
uqVEYJGg3J0,169.0
m2tk7RatWsk,143.0
ktEW65QQFgQ,126.0
ZjEnS3hA1B4,178.0
5p9BA72SfkY,159.0
RP9ywTd8bRM,105.0
SyM4ctfYzks,207.0
OpAEdqIIWpY,190.0
-N2mhlvygq0,159.0
mIqXkwxzUB4,160.0
g425SDBoDBI,222.0
hOnolgR_8tc,145.0
XTtjLtf_Tw8,298.0
JyEYiaZW3Ok,203.0
ui3pnIeA_HM,161.0
Hi93mYJyO8I,98.0
j3d3mrWBTpM,163.0
U0YkPnwoYyE,170.0
f6hhVIV_LPs,73.0
bvl-DxX9N8g,149.0
M1hXX6aq1wA,208.0
aDrR7riBeLA,183.0
Pf0COLjWys0,205.0
w4TCxFKaqIw,126.0
sLAan2iZs_Y,138.0
-WmDszVxti0,207.0
HprI62nr3GI,136.0
41FRwoAJkpw,146.0
9nFrp7Z9wEU,168.0
MnLvPe6VSTM,161.0
wZTaXoogvDQ,137.0
BN4GI97RoSw,153.0
pK35em6gl0Q,185.0
IRycPfFjVBI,192.0
wJmIEj-uVYk,208.0
0vOulnDhH8A,163.0
2NhF6zphSx8,201.0
wb1HDnYPPoo,160.0
eeXePDLKsmU,162.0
yWuZtDeeZmc,131.0
S3phStzHz34,107.0
y_eZw262fhM,199.0
-uPSVWxV6d8,183.0
s2pqELFTepw,152.0
q4VIMzhfeYc,159.0
zjQSWtB7Kp4,140.0
7hsAbjmNpKU,161.0
PwSihgp_iTE,161.0
1niI0J4kdI4,144.0
f2Hz2k2PcfI,204.0
WzDlb8zf7gQ,120.0
HmwZxnQbox8,209.0
shogibE67W8,163.0
A08XpT2q4Xc,228.0
ShdmErv5jvs,150.0
Q_GqOe9HFRY,146.0
6XRJuEv5Ya4,160.0
UaCGeQifvdo,111.0
6o8Eq0LEpf0,162.0
npaLKZ0Egus,205.0
hA0OlCQLC0Q,112.0
ZQsCM4wE_es,206.0
ZRJgexzNOMo,134.0
3A3iNVaLod4,79.0
InDLvz0bN4k,102.0
RmEZwxFSsWE,145.0
u-2jqTXKQyU,149.0
qIOC-6zluBQ,140.0
8O06gqOG3fE,144.0
Dz6Pe77tpPg,159.0
_Ib_lBGuoUQ,162.0
q9QJ_S62yVo,162.0
QgdvS-09ygk,107.0
M-cO3MLYOy8,210.0
YgqgSaDCgC4,178.0
W9SemYK9HEw,162.0
nKDUDF3cgRA,148.0
9y2y-Tkn7eg,73.0
km7CMB9s8ok,158.0
IjMTiKtwyKk,130.0
6-wvim2zLFw,183.0
vEt5MqYD_3s,162.0
wdAXjMj6mfU,163.0
8hG-F24aroc,199.0
8QJiAK-s5a0,203.0
RlPspkeaFrU,209.0
SeKVwumCmBE,132.0
fjzcBqz2Cpk,157.0
NoRnWATJPrA,145.0
dJS8Umi2b0Q,159.0
x7qvOFN1QZg,186.0
3b00UbIxbCc,161.0
LruyfJJT7qY,187.0
bGWyL-vJAn4,115.0
M6aKImtVams,82.0
Sy7YnrVXudg,181.0
ANAUjvgYxjQ,202.0
R6Vbxei-TQc,177.0
tk2vET4aFW8,155.0
cglsMVVevx8,193.0
OZNLJj4pJsw,232.0
_4DRXSdPuCo,214.0
kDIwuivZCHA,148.0
j91qPMHaqbg,158.0
m2aC-nkV1Zg,202.0
mDUSjBiHYeY,158.0
InkyowbQcIs,100.0
x2WK_eWihdU,148.0
LldI0SRzJX0,163.0
WsPcC5TGxlA,103.0
WTMcikRZcBk,243.0
aDFJMSlmxBg,104.0
E4e_QytNF4I,160.0
aZJG26fSy94,136.0
aIZsVuaUWB4,190.0
IE1ZeXC4vtg,173.0
6qDxb38vGYw,18.0
0pgWUvW97ek,60.0
MBNiDwytFow,186.0
Lhc_xw9cQ6I,163.0
nxWj-7FF4CI,164.0
sLlQvz0y7QM,162.0
2GLDqvA6tKI,201.0
khfeRoRCp7c,177.0
ywRWNlbXD8s,152.0
DB5H2QGFFwU,149.0
uX7CAoxBNOU,194.0
cs7CW6xDbL8,104.0
uSMxnpecSZM,217.0
ra42YS4NRlY,169.0
aCEjVC3Dtn8,159.0
rvjVIwMPxqA,163.0
6ya9GVSPiXs,188.0
IaAhl7maKhk,203.0
vMwfVOf1-vM,162.0
LxXjsQbCZR8,162.0
JWqaTJbxbW0,127.0
QbRnDoXuwkQ,163.0
GCOXBnHRdmc,154.0
ASsNtti1XZs,158.0
uOmPHEVoSa4,159.0
XBCML9xJI8I,208.0
wCL3OtOzYuQ,114.0
gVdIiTE1ykg,187.0
Yfof0ch3R7k,122.0
u7DV5coBXSA,145.0
m3262E3sfb8,191.0
LwNWzSruov8,83.0
mqnB2ef3S6M,160.0
EiATQ04pH14,132.0
QMJfw8aF90Y,163.0
PiMWCFay_sE,217.0
8jd1NKyFQJI,107.0
76dXe1ePSrQ,102.0
uWalH3hnCyY,151.0
-13ScnosXAk,145.0
HUJtn_Bwm-w,208.0
U4DZWsXvRUA,85.0
Z9kPRWAjSNo,199.0
Fyo66z0NtHY,156.0
v4Zjie4qH04,162.0
g8nPKVElb88,163.0
9fEMKGFr-Sk,167.0
qwblOHgiG5E,117.0
HQkSMJFJu4g,68.0
gHf9n0jhBdk,59.0
XIcTr-m-R9U,162.0
g_U9jZQ54LM,205.0
DII9AQZoUTo,85.0
hP77V2X1Biw,162.0
MTs-HKiOQj8,64.0
OqSg7WO4tT4,162.0
u455yxBv35A,203.0
zH80pWTYSLg,150.0
tu-cxDG2mW8,108.0
25Y5O97c1Aw,163.0
8O8_FMhW9dY,159.0
UinILaRACDA,206.0
3obteqT0VJU,208.0
SI1K-_VTFrQ,108.0
7FN-chIhcNM,180.0
A6oAEu3DbKk,208.0
38yH4yeJM2I,140.0
mh7fUlkkX68,155.0
mnuJ_YVLL64,193.0
FT1C1QdiMhw,157.0
DHzx2P4x63c,169.0
9n23ISvkbFQ,196.0
q-nQtR-WbIs,151.0
3LY5dV3xghY,203.0
lLbWBsRVUAU,176.0
oBO9Uy4uc_c,170.0
sua9tcQ14hs,162.0
UmynxNlSRaE,131.0
_c97olSX4hE,111.0
VjlGwSBvL6g,161.0
xHrOaF4Dq5U,150.0
8r354VUktU8,141.0
51reM6wq2XU,159.0
qabChviGItk,130.0
1AU5OmlDrHE,106.0
5RMx6st2-js,203.0
9rTcIUk9Aio,187.0
jmjcKSMwC1Y,158.0
9NCpU9laV9I,162.0
i5j1wWY-qus,113.0
cBzuWSSTTs0,172.0
5FHPI2NlOm8,161.0
D0vCzkK_AJ0,163.0
mbKEarx9CCs,177.0
8LhpYfjGZvw,158.0
8k9h0yE0XIg,162.0
LUDEjulbqzk,163.0
2z8XAo4Lpuw,209.0
mTVRho54mAg,78.0
sR176VaCLXg,98.0
kflvHGnIkoA,156.0
jTHFCMuIrzQ,157.0
l83CcqhP-kY,159.0
YOrZHY_-ap8,162.0
dTSXhhHDOk0,162.0
EBnn_Y29Pks,214.0
2LwWmJojqvM,179.0
HSc1i2XKjCo,81.0
H2hbov4Rb6g,140.0
KhtepI51wuo,165.0
Lk2gIdLgwz4,137.0
FVfoce-wfgI,107.0
0IBCWdlr-fA,180.0
LJye4-HVyCU,202.0
38mE6ba3qj8,180.0
TyoZkvsxrSo,88.0
DoVnHRhvtKI,131.0
OuEmfmfgw2Y,173.0
no5XxM0OY4o,198.0
F9b76RWM7qE,105.0
zPeqoWzZE5I,82.0
geiub8WP_XE,187.0
bh2ShAQ4lw0,150.0
uLtUl4pDmOs,114.0
5CdiJbnuvYg,76.0
OvdQYzRHlO0,141.0
peBuMWtkw8s,130.0
-Lrndfrc9yU,186.0
SKDX-qJaJ08,103.0
TSKzL-8RHuw,171.0
zZlbperC3ns,134.0
l6zm1uCb30w,59.0
7w2iVXAHiPk,165.0
7ZEqMqBLOOI,191.0
GXumhcRLN_E,160.0
YF-7cPk04OY,180.0
FcFtBqXUud0,174.0
p8fPj1-nKw0,113.0
36QmLon8dn8,163.0
v8UDjwdqzKY,208.0
SuEt5n-k0e8,154.0
8l-HZqArmXU,181.0
toctHJpW6no,207.0
U8fgto8IZLM,179.0
nWVrZIz3Nt0,115.0
T2WbeZlfB9U,134.0
bolHm17q3ik,163.0
5e9vyyrP4Zs,98.0
TpXABjbV9cc,157.0
OJ3gsR-DqAE,214.0
t8Ql94ApRSI,129.0
MVo83HAnysQ,133.0
uR7yS87K1tA,210.0
7d7OeDwkfTg,97.0
ShQp2Qp6o7s,162.0
1Ylk2e-x--8,188.0
MoInDyDrLKk,137.0
WeBy3_xqYtM,162.0
HOrCBUADkMM,194.0
7ML-9r4M_qk,155.0
2TTfvxYUBug,163.0
lr7pyggTmmY,190.0
zUCWPJk-XHk,151.0
PSW5cd8WVwM,158.0
04xSMg03sZ0,174.0
U0tTT_87Hh8,142.0
Saz3f-zPYeI,119.0
xwRlSxS2azA,160.0
yfy4and2vPg,194.0
fyI46_cfTW4,78.0
1JDAa0BvD68,152.0
43OVm86-4rU,282.0
yCUaXGVdi_k,207.0
aSajnx9QK-0,181.0
NBQAXiZ7KG4,96.0
Nn6y3CUpIfA,204.0
UhDZPYu8piQ,160.0
7kGm_xBgi1k,209.0
7rN0Kk3eUSo,157.0
gJOWAISZDhs,162.0
uPqgue3xfPI,136.0
TdT_PiRLsaI,162.0
Frwrlztd8C4,161.0
5Mb6xTtmtuA,197.0
q46jifWE-uo,58.0
6_CtgelI6xU,117.0
-WN4uZXOltk,239.0
84gYIl6Zjks,223.0
u4T5X47MKm4,163.0
285uHkPZOkE,153.0
89hCOgVa5LI,91.0
X5_GpmLuea4,159.0
Ghexrw8bpc8,142.0
_CuZqXrhEZI,190.0
0FkeGnobtfo,161.0
2dYyyQdjgLI,163.0
XwQuM34oBkg,72.0
bDm5fnJ1Hg0,175.0
qDjmN1TyJAU,137.0
omBQ0ji3Deg,224.0
jwnPI-d36vU,170.0
2cjvwTzhG8g,139.0
4331uXY0nxA,183.0
SDq_ZTxHLh4,104.0
ZuqwMQTc8cE,149.0
E9paF0XzmtA,187.0
36LnnBNcETk,157.0
oMLjP2ajXvs,162.0
3EIgmj6gp1I,90.0
Cw9FQ_X-gP0,144.0
nqK7Kk3ZKvY,158.0
jfYvV2tBEz0,143.0
fLvEcBoOpnQ,88.0
NgSS_lMllOw,140.0
8FysZvGGiz8,163.0
IWjPXaM20kY,187.0
WhUvsKY-l28,113.0
dwecZ5D3tFY,158.0
rYGWG2_PB_Q,161.0
khX9fjqlf40,90.0
iBSLBl-64fk,110.0
V8M4lPWWr3o,118.0
ccX1d19hmc8,160.0
_P9ZorzeECg,83.0
4cl5cWYmvgc,197.0
EPa8iQyK5mQ,112.0
Z6SklaeTne8,245.0
kHRSh7JOKxo,170.0
sT8wMBeVffk,121.0
_3w-4zC9FHU,162.0
CKJJbZe4TWM,159.0
kcDEHkSgpuw,132.0
S9RbwDvpqD4,163.0
vR3FPplcJGg,160.0
XX2EpE8SLK4,211.0
ce5cnb_5dVk,167.0
gEqHJ1tomnk,162.0
BT5Z6_xe86k,96.0
AUBx-geW0Tg,191.0
gRBOrpdfsiM,152.0
5HaKHp8glPc,191.0
jWt7wiLImmU,137.0
sL6gDhH7FpE,225.0
PvEongWRs5Q,138.0
QS3UyqLs5KY,207.0
QDARBy0jCgs,182.0
lHxzWs9NcS0,185.0
rthHSISkM7A,163.0
s2gjCGRLfKM,162.0
SK4l-e7UvRs,76.0
GfoSukpWVos,183.0
oo7VlD66ISM,139.0
QImoaNjTtng,176.0
4dW0aROYEk4,157.0
TEq446woKOo,136.0
4sO94xn-C6o,98.0
ajb31pJMQmw,177.0
NxnafGrvcqU,137.0
9bHnSNlLZh4,145.0
FAmaskY8eXE,246.0
Tkjw0XB9Xuc,193.0
9pl_3xQBPLk,71.0
EMTbkfgT_jc,108.0
4u-4PyidIeQ,163.0
nuhGjqaBzes,165.0
8sUWwozOFww,124.0
ZXHuGyv1KXM,163.0
woSj0M9Decw,144.0
76Dbf85Vo3Y,33.0
OuGSXflBoWU,209.0
N6HCOGj1lNI,163.0
lb6nAmbkk9Y,169.0
0OqXqd_s0ho,176.0
6tAbZpduDLM,82.0
qy_ZclSCUwA,239.0
UVmSx9Vv5M8,157.0
KggovdPWfpk,120.0
_RHrQlqoTTA,203.0
0m5VGBc8VrQ,153.0
jcmTZfv5z-k,133.0
FBWubk2ItBA,74.0
KTVlvs7mtkM,178.0
Egj0TdouRjA,114.0
ylvh800i85I,195.0
9eI4mt_lKTw,176.0
YejpJgtQtuU,161.0
M54xQ1gwlc4,160.0
1orN1oGScbk,160.0
G87BCljOeuA,238.0
HlyzLOPYuKc,147.0
L_QCioSGgwU,115.0
ohz8_IafGwE,81.0
-hl0hUWyqoU,160.0
9fwBPbt95vA,127.0
IT236O8f-J8,204.0
YcSXHU0zktM,157.0
-9P7Ge1KmTY,153.0
GwvrEz7vTZY,189.0
rRlfzy7Rxdo,187.0
ghZ6ntXQp3E,114.0
G9puHtVcU5o,134.0
2yxajqo_It4,178.0
1kAtlL7cZOg,162.0
pTvbSVyWP9I,146.0
d3HAOZbAj1Q,151.0
7_OHC_nqFQ8,152.0
hCN8UAdH55A,193.0
H07DuZQ-rLQ,197.0
SrbO1c8QBSg,184.0
smVge5w077g,156.0
p2CR0S7DHyQ,137.0
bchPm7InHcg,160.0
-Pf1f0pZdnQ,156.0
_ElAIqSBTKc,134.0
KUMoWS98jXM,212.0
itHVWrhsRSc,164.0
Nt3KcuHdwDQ,40.0
40ryheWGyZY,129.0
krBjSShSxu0,193.0
T4wxOGDv980,201.0
E-mnMI7Klyw,150.0
F9M5eGoCnO0,231.0
gpkncObsNqY,245.0
gNCkFkii-tA,164.0
P4JGOWnX9VU,162.0
x0Fnxdv5rJ8,106.0
Zh_r3u2RK1Q,163.0
RUUhcK3Pt14,132.0
5RUWalajNYE,191.0
M-APah17AQA,163.0
RE6QfwhDMhw,132.0
zCttJu0ZFpw,209.0
XBPrLU4Zspo,195.0
Gqa-biM6qKM,212.0
0K6bVf4ra1w,144.0
h5nhyFFSweU,212.0
X1SJgm2hIAY,185.0
Eyh5RlXHBLU,124.0
Ol5eFltyhLE,181.0
DYfo3nt-O_U,199.0
luuYRrPaEpM,203.0
37O1H9YiBJo,143.0
YwM7NgPE5lw,142.0
AEYh9Sh6kk8,148.0
_undGtyUxeg,158.0
ej6dxNrh3Dc,118.0
ttcYRiu8KD0,160.0
qsdgNxuhPgc,162.0
KduMYNqIGBA,160.0
yEYUc9oIVD8,196.0
E-F92GOLVcU,183.0
bPiv1wP8q7g,210.0
u3XXKF0oDtU,186.0
CdHKXmEn4l8,177.0
N-VlQuj49a4,159.0
YmRuVv2V5Go,78.0
MeyU68qSBMI,96.0
-qSADHn4nqw,197.0
gP2sCE166o4,65.0
KBCL6GBurNw,175.0
GurNiNV5XvY,103.0
sO2RBLeWYyg,163.0
rWlFWMR9MfY,268.0
CoDnI1qW8ys,216.0
k3oMPqUTxCE,182.0
vZlWLj1-eC4,208.0
7ZhnS45Zexo,162.0
esHt1mAYF-g,160.0
bqUE1PzCvDM,18.0
aYuatR0B8Uc,126.0
CftR-xOfXsc,118.0
nJJ4eyDjlLk,180.0
43DN-b_k4ZU,179.0
9yDL0AKUCKo,205.0
1z2AjhGr9XI,162.0
xGugDtX55CQ,162.0
rx1TXzxMEfo,92.0
2Rlao83KneM,162.0
jU6nB-uJh68,195.0
PWz21cujw28,151.0
tg2X2RZsGy4,147.0
bvITByUy5fA,184.0
gPv4C6gIdOo,156.0
wsSlB31dwiE,162.0
OELFAF76DEU,163.0
4lQ_MjU4QHw,146.0
ad65spfln8w,198.0
xHtAfA2ctBs,142.0
24QQqGjDEKM,159.0
zbHFgQ419Qs,145.0
42xTE_bzg18,148.0
qCpDKjDMo6Y,168.0
1IaDQdo8x1I,213.0
emW6qKMxIUU,140.0
4w36z7XnwOM,158.0
sWEvLBzMpYE,145.0
_tVFwhoeQVM,192.0
jMTT0LW0M_Y,163.0
I9NGZteE31I,178.0
1hMMUJ2Gn7Y,163.0
-gkBCCbycmQ,162.0
SccBZYmyjxE,162.0
6NvDZa8hWSs,134.0
UsBN2NyjX94,88.0
eLW6uxK_MOI,61.0
xeyFoIgQKrw,175.0
jYbI8iVYCpc,132.0
xvZRXcg4iS8,182.0
CRXyWtv-huc,162.0
IV0hoLATbJY,191.0
XFrerPgK0kk,145.0
30IrWTTMWos,138.0
sHjCcVC1uR0,114.0
6Ua_T32yaic,205.0
rbsrjcXynlg,71.0
zbJwjn4p0cQ,162.0
rXqRZvG5LAQ,163.0
OxBd2RQI4eQ,144.0
IXi_VrFakL0,171.0
AC9URVogG3g,164.0
CfRKGG52TPY,124.0
kGViaTOfSow,142.0
V3aM1IFedho,189.0
nkQAhpLBok8,161.0
Cf3YdE-vMyE,135.0
9diokRIKGT8,131.0
LpDRf3h6OHw,191.0
BuN4WOVbk7s,109.0
hkFSMV93VeA,178.0
HfgFZz6gCOM,147.0
WiQ09XUO_NY,349.0
DoJaIZ2Sajk,139.0
LkimMjwfjrQ,194.0
U2Eff0vnE6s,89.0
c82FD6lh2LQ,127.0
WqYtAApeiDA,163.0
5AJvo1pc3sw,155.0
gnqyCM42fOU,218.0
Bfj5GHwgXno,142.0
HRbf5iuWZt8,163.0
m8tBEWwvf-o,18.0
7WkMxJKKITM,187.0
2ycw0UUyCm0,201.0
_uwVIMdk7hc,188.0
JgTgQvvqRqE,311.0
PNOuZUHKneY,163.0
auafv2YsNR4,223.0
0zuW4KMG7XQ,158.0
ABpeiNlMOHU,159.0
KJmWpR-4AIg,129.0
MKboBvadcD8,155.0
jk2mjuWhQ_0,144.0
G4BGtSvviS0,162.0
OxKXKwijH_g,136.0
Zx0ME65y72E,177.0
Mkkd7taPqEY,127.0
MDdgxMEIYFI,144.0
joH8KGAFJLU,99.0
YfJc2bORFHs,139.0
L98X2ESOWU0,65.0
6439wcfAL-E,81.0
ohnhJ6gyLhk,143.0
IAsBghop-hw,163.0
